Id,SalePrice
1461,109088.2266
1462,286391.3125
1463,195105.375
1464,193183.4531
1465,193890.3594
1466,174425.9531
1467,180517.25
1468,167672.0938
1469,175572.2188
1470,126747.375
1471,187560.1875
1472,100998.5547
1473,97129.30469
1474,148690
1475,113485.4063
1476,326550.9375
1477,263643.375
1478,281323.0313
1479,275005.2188
1480,394344.0625
1481,307841.25
1482,211085.9063
1483,176749.0938
1484,166534.6719
1485,189535.7813
1486,197439.1719
1487,312230.375
1488,233033.4063
1489,202922.75
1490,261834.125
1491,194860.1875
1492,89686.82031
1493,186254.9375
1494,287611.7813
1495,291662.5
1496,227176.9219
1497,172838.6875
1498,169040.3125
1499,163391.1875
1500,168699.9219
1501,190344.4375
1502,150735.8125
1503,276689.0938
1504,226945.1563
1505,217102.2656
1506,193284.3438
1507,239528.8594
1508,205507.7031
1509,146801.1875
1510,148106.5313
1511,159490.5781
1512,176387.4375
1513,132528.1563
1514,166417.7344
1515,195263.4688
1516,156270.6094
1517,179687.7031
1518,134119.1094
1519,218959.1406
1520,134641.7188
1521,136380.9375
1522,177106.9688
1523,107649.8281
1524,117006.6563
1525,122968.7344
1526,100502.4844
1527,109172.375
1528,135946.7344
1529,147721.3594
1530,183155.125
1531,123603.1563
1532,89542.9375
1533,154055.0313
1534,122967.2969
1535,148599.1563
1536,98299.24219
1537,61009.74609
1538,147947.2031
1539,192668.125
1540,99193.39063
1541,129430.2734
1542,167901.8125
1543,182373.6875
1544,85635.1875
1545,110504.4063
1546,134380.6563
1547,154794.0156
1548,123305.7969
1549,112874.2813
1550,136274.8125
1551,99699.52344
1552,143931.6563
1553,152687.7813
1554,116276.1328
1555,177240.375
1556,81659.70313
1557,99863.20313
1558,96267.17188
1559,58372.53125
1560,114470.3594
1561,134611
1562,127229.3281
1563,127361.8516
1564,167231.1563
1565,152903.9375
1566,222245.6406
1567,73682
1568,240101.2813
1569,146383.8438
1570,137026.5313
1571,121312.8906
1572,148472.4531
1573,238565.7813
1574,126741.5313
1575,242027.875
1576,228972.2813
1577,177973.8281
1578,128648.7422
1579,151055.0781
1580,197956.1563
1581,158295.625
1582,116916.4297
1583,286263.75
1584,218732.25
1585,146583.375
1586,59711.19922
1587,99362.1875
1588,168462.125
1589,90903.26563
1590,117053.5625
1591,90782.94531
1592,116712.4063
1593,119744.7344
1594,146989.7344
1595,118655.6875
1596,211787.7813
1597,190349.4219
1598,212295.5781
1599,160840.5781
1600,155958.2344
1601,65018.03906
1602,109348.4219
1603,46669.59766
1604,244837.875
1605,236624.3906
1606,155491.0781
1607,156785.5469
1608,224573.2813
1609,186683
1610,167950.9063
1611,125565.2656
1612,172077.5938
1613,166807.5625
1614,128964.4844
1615,86944.26563
1616,65547.95313
1617,77785.80469
1618,126694.2031
1619,135322.3906
1620,155448.5
1621,145859.375
1622,147302.875
1623,242529.6719
1624,216326.1719
1625,119116.125
1626,176755.2969
1627,198644.7969
1628,267588.625
1629,175210.4688
1630,302722.1875
1631,230582.1563
1632,229588.625
1633,175622.25
1634,192174.125
1635,170834.7188
1636,148321.125
1637,192654.75
1638,189936.4219
1639,177699.4063
1640,230267.8125
1641,183052.9375
1642,230453.7813
1643,218001.4063
1644,239002.1719
1645,218018.375
1646,160843.3125
1647,150103.4531
1648,126985.5
1649,144773.9531
1650,105655.7969
1651,118606.2109
1652,100767.2656
1653,93184.07031
1654,142944.5625
1655,133849.2344
1656,136087.4063
1657,146144.8438
1658,146869.5313
1659,111924.1406
1660,166920.1719
1661,415516.3125
1662,331210.5
1663,334289.9688
1664,384541.875
1665,278095.4375
1666,301857.2188
1667,343853.25
1668,309611.0625
1669,283895.6563
1670,307638.8125
1671,279786.2188
1672,358544.875
1673,315467.0313
1674,257143.6875
1675,213674.6563
1676,212552.6875
1677,221034.25
1678,379479.8438
1679,336791.375
1680,279147.6875
1681,227427.2813
1682,296712.1875
1683,199102.9688
1684,179800.7813
1685,180069.9375
1686,171880.3594
1687,171593.0781
1688,195796.5
1689,191184.0156
1690,189365.625
1691,176701.2656
1692,240904.6719
1693,164937.5
1694,183593.8906
1695,159299.8438
1696,279277.875
1697,163555.2656
1698,345706.625
1699,309998.9688
1700,260150.2813
1701,258875.0625
1702,243602.1406
1703,245949.8125
1704,269584.5625
1705,234163.0938
1706,328369.9375
1707,206670.3281
1708,197670.7344
1709,253774.4063
1710,213213.6563
1711,267757.4063
1712,249452.6875
1713,279695.1875
1714,206778.8906
1715,208425.4531
1716,178053.8125
1717,172592.3125
1718,142805.125
1719,211620.4219
1720,236764.0469
1721,155749.5313
1722,129125.625
1723,153136.2188
1724,219250.8438
1725,225818.875
1726,193090.3594
1727,148779.9531
1728,174296.8125
1729,164604.2344
1730,145331.0938
1731,118475.4844
1732,124800.3594
1733,108519.375
1734,119197.2813
1735,120976.6875
1736,106163.6953
1737,302716.3125
1738,238489.5
1739,248943.1719
1740,226415.6406
1741,191111.4063
1742,184181.1875
1743,178912.5625
1744,281766.1875
1745,206714.7031
1746,191865.0781
1747,216005.2969
1748,208537.3125
1749,142069.9688
1750,126946.7656
1751,227235.5313
1752,119684.6328
1753,149247.1719
1754,195845.7344
1755,163217
1756,132574.8281
1757,114591.7578
1758,162480.4688
1759,159425.2969
1760,174621.7344
1761,152651.8438
1762,177764.1875
1763,181410
1764,115924.0156
1765,169371.1563
1766,197903.0938
1767,242527.0625
1768,140439
1769,163342.0469
1770,155107.125
1771,114663.0781
1772,140818.7031
1773,135637.3125
1774,165018.0313
1775,133385.2188
1776,127780.5234
1777,109100.2656
1778,143166.4219
1779,127967.4219
1780,165293.75
1781,122254.4219
1782,92760.21094
1783,146244.8125
1784,113528.8047
1785,118343.2891
1786,157384.8438
1787,153014.4531
1788,59066.0625
1789,100205.4688
1790,86088.57813
1791,190519.9063
1792,149319.25
1793,130462.3359
1794,153972.3906
1795,141196.5938
1796,126174.7813
1797,107975.3672
1798,118310.2656
1799,109284.4922
1800,137343.0313
1801,127193.9453
1802,126305.3125
1803,156442.0625
1804,141471.5938
1805,131195.625
1806,119510.2266
1807,130680.5859
1808,115574.1406
1809,124339.3672
1810,139391.9375
1811,84733.65625
1812,95544.17969
1813,114573.3281
1814,83772.09375
1815,38607.74219
1816,92516.19531
1817,113428.7188
1818,144137.6875
1819,130623.6328
1820,48020.96875
1821,107664.2422
1822,164068.7031
1823,27221.14063
1824,137332.5938
1825,142366.8125
1826,129892.7422
1827,96854.59375
1828,140209.8125
1829,109428.4531
1830,147723.25
1831,144653.25
1832,85320.46875
1833,130713.75
1834,124873.2266
1835,121647.75
1836,126825.25
1837,97286.95313
1838,111098.1172
1839,97253.65625
1840,169703.0938
1841,141980.5625
1842,94111.5
1843,127577.9063
1844,135427.5625
1845,145863.2813
1846,146259.5938
1847,175812.875
1848,35391.11328
1849,94305.71875
1850,116401.3828
1851,161697.4063
1852,123641.6328
1853,122647.2656
1854,160691.125
1855,149467.75
1856,229812.5781
1857,128614.3594
1858,128805.3438
1859,113583.2656
1860,136440.7813
1861,114510.9219
1862,228404.5781
1863,221096.6875
1864,221117.25
1865,295383.3125
1866,282390.9375
1867,225027.5469
1868,275219.375
1869,204442.5
1870,223914.2656
1871,238430.8906
1872,186193.375
1873,228673.3125
1874,152624.4063
1875,201439.5938
1876,194860.75
1877,207443.2031
1878,197160.625
1879,135190.7188
1880,126888.9375
1881,265683.875
1882,233476.7969
1883,180096.75
1884,196045.75
1885,222654.1875
1886,265338.25
1887,208875.5781
1888,267670.5
1889,188379.5625
1890,107155.1563
1891,122065.2813
1892,99011.5
1893,152479.8125
1894,133889.7813
1895,148901.8906
1896,127023.7344
1897,115627.8047
1898,122871.6953
1899,159887.0469
1900,144395.3438
1901,164851.6875
1902,172522.2031
1903,170255.9688
1904,153353.5313
1905,202559.2188
1906,142203.875
1907,228543.4844
1908,98674.125
1909,136311.6406
1910,114911.5469
1911,233910.2656
1912,265160.0625
1913,140580.1875
1914,51758.09375
1915,280659.0625
1916,33201.08594
1917,240697.4375
1918,136432.8125
1919,171876.7188
1920,151049.5313
1921,310864.0625
1922,272456.9063
1923,261678.6719
1924,219652.3438
1925,203385.9375
1926,321813.25
1927,128477.6094
1928,163298.0938
1929,122550.4688
1930,137152.0625
1931,138217.75
1932,141921.1406
1933,179148.8125
1934,183735.9375
1935,185336.7031
1936,192670.4063
1937,184719.3125
1938,174044.8125
1939,232923.25
1940,189926.8125
1941,175144.7344
1942,176852.4844
1943,215498.3125
1944,325956.2813
1945,319611.125
1946,144719.4688
1947,246259.5313
1948,177422.2813
1949,230466.2969
1950,166675.3438
1951,245176.2813
1952,216614.6875
1953,188963.625
1954,182596.2969
1955,135350.7344
1956,287115.8438
1957,150618.7188
1958,269599.5938
1959,128690.0547
1960,113253.8359
1961,120249.75
1962,100425.1563
1963,105479.7031
1964,112708.4219
1965,136327.5625
1966,137931.3281
1967,299105.4375
1968,383570.5625
1969,321004.3438
1970,351109.375
1971,361965.8125
1972,340394.9688
1973,286658.2188
1974,311924.625
1975,398803.25
1976,282766.125
1977,350914.4375
1978,324037.5625
1979,301370.6875
1980,208907.8125
1981,314136.0625
1982,224619.4375
1983,206013.125
1984,178517.6875
1985,237534.7656
1986,211951.2969
1987,190747
1988,182782.3281
1989,192961.375
1990,209497.9219
1991,233655.25
1992,221004.9375
1993,166172.7188
1994,222382.6406
1995,186153
1996,256738.7344
1997,290269.0625
1998,304348.5938
1999,269617.1875
2000,296652.3125
2001,309673.3438
2002,235158.5938
2003,272964.125
2004,287152.125
2005,210541.7813
2006,210050
2007,247466.125
2008,223774.625
2009,206313.375
2010,194029.125
2011,144198.8281
2012,174389.5313
2013,181019.7656
2014,183912.5625
2015,224653.8438
2016,197830.9375
2017,192332.8438
2018,121303.9063
2019,135220.1563
2020,95769.48438
2021,101294.5938
2022,186834.0156
2023,142216.4844
2024,279710.375
2025,306614.8125
2026,167501.6875
2027,156822.5781
2028,141782.6563
2029,163454.6719
2030,232283.2969
2031,211578.4063
2032,213260.5156
2033,225264.9688
2034,158186.2344
2035,224514.3438
2036,192492.125
2037,202194.3438
2038,254000.75
2039,225446.0938
2040,293275.8125
2041,260947.5
2042,198069.8438
2043,169248.4688
2044,173294.7188
2045,194793.9844
2046,146701.7813
2047,135026.0938
2048,137129.0938
2049,149090.25
2050,165666.4688
2051,106099.7266
2052,118647.7656
2053,135750.4531
2054,101745.8438
2055,144538.5625
2056,158567.5313
2057,103960
2058,215754.9375
2059,140898.7344
2060,182348.2031
2061,169797.4688
2062,127069.8828
2063,122243.9531
2064,141542.4375
2065,110730.5313
2066,185861.1406
2067,122021.5313
2068,136775.4063
2069,80582.23438
2070,110200.5469
2071,95499.59375
2072,142526.2188
2073,131926.5313
2074,234463.6406
2075,138674.5938
2076,110068.0469
2077,172908.7969
2078,83949.47656
2079,125395.9219
2080,118556.8203
2081,123012.0313
2082,137103.375
2083,151136.2344
2084,106216.9688
2085,115054.5313
2086,108987.5938
2087,114177.6406
2088,106821.8438
2089,74483.89063
2090,118205.4766
2091,116562.4219
2092,126343.1719
2093,112743.0313
2094,107866.4531
2095,153751.2031
2096,76965.3125
2097,90995.42188
2098,152850.1875
2099,51196.58984
2100,64085.80078
2101,112810.7188
2102,108023.0313
2103,100173.8516
2104,136814.0625
2105,136361.1875
2106,59543.25781
2107,175812.4063
2108,108040.2031
2109,106850.4219
2110,125662.7656
2111,135218.8125
2112,133408.5938
2113,113225
2114,146053.6875
2115,147982.4688
2116,107567.6719
2117,146550.125
2118,119394.1094
2119,119962.0078
2120,131936.4375
2121,
2122,119615.8281
2123,60155.35547
2124,147351.5781
2125,115585
2126,156992.875
2127,148614.1875
2128,113297.1172
2129,71712.875
2130,130810.1406
2131,150081.3281
2132,110761.8047
2133,110742.375
2134,126041.6484
2135,75932.04688
2136,85428.85938
2137,102265.4609
2138,126282
2139,126371.1406
2140,138425.1563
2141,143060.75
2142,142352.3125
2143,151507.8906
2144,126448.3047
2145,142584.5625
2146,156973.1094
2147,155154.3438
2148,135211.6406
2149,144740.4375
2150,214738.9844
2151,114529.5469
2152,171990.3125
2153,174440.8438
2154,113822
2155,138889.6406
2156,246380
2157,229276.6406
2158,235630.8438
2159,207232.2813
2160,203402.4688
2161,236876.3125
2162,327687.9375
2163,315349.7813
2164,239789.875
2165,178667.4688
2166,156608
2167,209049.4063
2168,198627.4063
2169,186593.5313
2170,248672.2813
2171,150589.8438
2172,128358.375
2173,179626.4531
2174,215118.75
2175,274597.5625
2176,277505.9688
2177,237737.9375
2178,203519.5
2179,137641.9688
2180,227834.5469
2181,183573.7031
2182,227184.7031
2183,182744.1563
2184,112330.3281
2185,136434.875
2186,137859.4375
2187,136964.2813
2188,155369.3125
2189,281286.625
2190,83043.125
2191,69354.60938
2192,93399.71875
2193,113162.9688
2194,110738.8203
2195,142995.625
2196,96521.1875
2197,134429.7813
2198,154202.5
2199,174777.25
2200,142717.2656
2201,142435.5625
2202,190366.1563
2203,139832.4063
2204,179321.7188
2205,126807.4063
2206,156879.1875
2207,213239.8281
2208,238546.5938
2209,229285.4063
2210,111826.1953
2211,101690.8047
2212,107852.3203
2213,98345.53906
2214,122363.9219
2215,96766.625
2216,156169.4063
2217,53085.92969
2218,69701.89844
2219,54094.58984
2220,50692.69531
2221,281363.1875
2222,257550.4063
2223,282660.9375
2224,214229.3438
2225,91792.60938
2226,212170.7813
2227,198262.2813
2228,256514.3906
2229,245606.5781
2230,157867.25
2231,232605.5
2232,176542.3125
2233,202451.0313
2234,225971.3125
2235,214562.8438
2236,244046.6094
2237,293433.7813
2238,193536.8281
2239,114847.1641
2240,161240.125
2241,161412.375
2242,117825.1875
2243,127158.4688
2244,117421.3672
2245,109877.3672
2246,146909.9063
2247,119020.6719
2248,124616.5156
2249,116918.3359
2250,124479.9844
2251,134411.3906
2252,176815.0938
2253,154589.3438
2254,171929.7031
2255,180742.0625
2256,171627.5938
2257,203633.7188
2258,149867
2259,174386.8281
2260,109441.5938
2261,187355.9063
2262,213780
2263,354580.9375
2264,412169.7813
2265,164792.8125
2266,259808.125
2267,316214.6563
2268,346157.4375
2269,143753.2969
2270,197005.125
2271,188017
2272,204108.25
2273,162533.4375
2274,184298.1875
2275,156178.9063
2276,195290.4531
2277,202654.5781
2278,148519.625
2279,135100.5625
2280,124004.5938
2281,164428.9063
2282,184923.8438
2283,116431.5
2284,110748.0781
2285,140289.5
2286,116672.8906
2287,324557.8125
2288,280233.4375
2289,347404.2188
2290,367295.9375
2291,313216.75
2292,359737.4688
2293,393919.8125
2294,340097
2295,387251.875
2296,274852
2297,321775.875
2298,309160.5625
2299,318116.8125
2300,307404.4688
2301,298147.4375
2302,278294.4063
2303,233351.8438
2304,273390.0313
2305,227755.3125
2306,211648.6563
2307,218412.0938
2308,233535.0313
2309,252597.0313
2310,220060.7813
2311,215250.3281
2312,186556.8281
2313,174676.1563
2314,185002.5625
2315,190434.2188
2316,217451.8906
2317,210165.3281
2318,191460.75
2319,188838.4688
2320,177281.4063
2321,228183.125
2322,192509.7188
2323,180998.7813
2324,184095.2031
2325,210961.125
2326,168495.0938
2327,202180.8438
2328,219624.6094
2329,179971.4688
2330,182621.2344
2331,336342.6875
2332,338048.6563
2333,301151.4375
2334,273959.0625
2335,263107.7188
2336,312583.875
2337,193912.125
2338,264404.8438
2339,210274.5781
2340,326056.7813
2341,211594.6875
2342,216617.375
2343,223039.625
2344,223444.75
2345,239277.1719
2346,205398.3125
2347,201573.0938
2348,244322.6719
2349,207059.0156
2350,285851.8125
2351,241990.9844
2352,250838.9688
2353,266390.4375
2354,155853.7188
2355,149413.6094
2356,149118.8125
2357,184331.9063
2358,196316.3125
2359,125440.9297
2360,105579.4063
2361,148985.125
2362,251567.3906
2363,127728.9297
2364,149676.2344
2365,212689.2969
2366,198803.0938
2367,216632.3438
2368,213251.3906
2369,206822.5938
2370,174122.6719
2371,174128.6094
2372,185316.9375
2373,248581.2188
2374,277811.75
2375,242766.8906
2376,278097.4375
2377,308125.4375
2378,149446.75
2379,205678.4375
2380,146904.3438
2381,180099.9375
2382,205808.7188
2383,191908.625
2384,235831.3594
2385,169423.8594
2386,123862.9531
2387,140789.1094
2388,113536.1719
2389,128020.5781
2390,163466
2391,150025.1563
2392,111617.5469
2393,161026.1875
2394,126280.4219
2395,199545.6563
2396,132802.4063
2397,235286.5
2398,130575.2578
2399,63624.84375
2400,83527.45313
2401,127247.8125
2402,140284.9063
2403,165715.7656
2404,144308.3125
2405,156858.9219
2406,148239.0625
2407,115953.625
2408,128933.5313
2409,116549.6719
2410,166877.5469
2411,111689.5625
2412,158573.5
2413,125588.0313
2414,146736.1563
2415,141452.7813
2416,118163.4297
2417,133601.5625
2418,133351.75
2419,128075.0313
2420,136365.9063
2421,153154.7344
2422,101796.1953
2423,115546.9844
2424,154269.75
2425,252578.1563
2426,129981.7656
2427,134311.4063
2428,175013.8281
2429,99719.53125
2430,128545.9609
2431,118490.5469
2432,140851.1406
2433,143345.8594
2434,134299.3594
2435,164779.0313
2436,114047.4297
2437,109526.7813
2438,114024.8984
2439,96300.76563
2440,113883.2813
2441,100176.6641
2442,101085.3906
2443,124365.8906
2444,135509.25
2445,94639.88281
2446,133918.6875
2447,163464.6563
2448,117232.9922
2449,106230.7344
2450,141098.3125
2451,134100.5625
2452,178399.0313
2453,77080.38281
2454,110378.6875
2455,122015.1016
2456,126594.0469
2457,142541.2969
2458,128860.3281
2459,112259.9063
2460,132655.0469
2461,111315.0625
2462,129946.9531
2463,126685.875
2464,169587.5938
2465,125838.2891
2466,117511.5391
2467,124135.7344
2468,99680.16406
2469,93540.46875
2470,190571.6875
2471,207912.0781
2472,162027.7031
2473,100471.9688
2474,73737.23438
2475,199240.8438
2476,110582.25
2477,126535.6172
2478,150465
2479,93734.42969
2480,131543.4688
2481,117114.6484
2482,113954.7344
2483,102298.7969
2484,120122.2734
2485,114798
2486,149804.125
2487,203659.1875
2488,160485.2188
2489,143080.4375
2490,146760.2188
2491,57920.44922
2492,198048.25
2493,156006.0313
2494,141380.5
2495,84160.05469
2496,260966.9219
2497,141091.7813
2498,112126.9297
2499,80176.1875
2500,127421.25
2501,126678.3516
2502,143170.4063
2503,87922.78906
2504,173742.2969
2505,219828.25
2506,257021.6875
2507,279712.1563
2508,255632.4844
2509,218640.7813
2510,211059.1563
2511,171938.4688
2512,197888.4375
2513,211786.8594
2514,238372.3438
2515,150380.7344
2516,179887.8438
2517,154524.5781
2518,172377.4688
2519,233703.9688
2520,212900.4844
2521,186097.1563
2522,217735.6094
2523,116746.4531
2524,147292.875
2525,131609.0938
2526,146066.0938
2527,125512.0625
2528,139226.5313
2529,145653.4375
2530,122926.8281
2531,257561
2532,209903.7656
2533,195883.8438
2534,215803.9375
2535,257820.7656
2536,224020.3438
2537,226920.5156
2538,191687.4063
2539,185451.0313
2540,191919.3594
2541,182896.7813
2542,174147.25
2543,131369.25
2544,129974.0469
2545,131970.9375
2546,122440.8281
2547,136505.7969
2548,146319.5938
2549,176466.9688
2550,703316
2551,141542.3125
2552,128483.4531
2553,63696.23828
2554,88168.32813
2555,118203.625
2556,106352.6953
2557,96303.85156
2558,172823.5313
2559,149626.75
2560,149809.625
2561,141996.5313
2562,151717.75
2563,144508.2813
2564,187333.4375
2565,145618.0938
2566,174711.5938
2567,133572.6875
2568,214659.7969
2569,233614.2188
2570,112842.5313
2571,197137.5
2572,141595.5938
2573,226791.1563
2574,274894.1875
2575,132682.8438
2576,125011.9531
2577,134698.2188
2578,74556.4375
2579,44037.94531
2580,89743.3125
2581,107776.6563
2582,105895.2109
2583,265278.9375
2584,177112.4375
2585,211365.5469
2586,212565.875
2587,203650.8438
2588,140751.6563
2589,146254.5625
2590,201939.1875
2591,237897.75
2592,209679.9688
2593,225899.1563
2594,170394.3125
2595,187980
2596,269475.0625
2597,184369.5313
2598,269564.5
2599,288843.75
2600,160826.6563
2601,145273.6875
2602,75995.32813
2603,107320.3125
2604,77136.71875
2605,74914.6875
2606,155783.5
2607,208405.125
2608,195979.9063
2609,173422.6719
2610,109714.8594
2611,135960.8438
2612,153207.375
2613,131905.6719
2614,117058.2891
2615,163498.0938
2616,155424.7031
2617,211750.6875
2618,211476.3438
2619,200629.1719
2620,189698.0938
2621,173175.875
2622,184780.5781
2623,219589.3125
2624,296960.5
2625,267894.4688
2626,167992.5938
2627,163495.625
2628,397052.875
2629,395848.625
2630,336339.25
2631,383993.0938
2632,373482.7813
2633,262140.1563
2634,366176.1875
2635,146380.3906
2636,174389.5625
2637,165172.375
2638,264214.5625
2639,196084.1563
2640,139857.0938
2641,85140.54688
2642,192294.7969
2643,99528.07031
2644,111832.7969
2645,108551.9375
2646,97518.84375
2647,105044.1328
2648,159153.1406
2649,150526.125
2650,146657.25
2651,140073.1406
2652,367063.4688
2653,262548.4375
2654,275832.125
2655,340774.1875
2656,324786.6875
2657,309465.7188
2658,280623
2659,307155.625
2660,339383.8125
2661,332062.5625
2662,341517.125
2663,288860.6875
2664,247484.625
2665,298609.875
2666,266897.5
2667,188501.9688
2668,185990.125
2669,188064.4688
2670,276393.0313
2671,192801.2031
2672,204545.2188
2673,191648.0469
2674,192815.8438
2675,179551
2676,191082
2677,193442.2656
2678,255859.3281
2679,287843.0313
2680,293052.875
2681,343058.9375
2682,302685.2813
2683,410905.9688
2684,301572.8125
2685,313409.6875
2686,257646.9688
2687,291309.8125
2688,210779.375
2689,200088.2813
2690,354838.8125
2691,193608.25
2692,147066.1563
2693,204490.9219
2694,148689.9375
2695,195200.8125
2696,183414.5625
2697,185454.9688
2698,225154.6875
2699,169420.4375
2700,152593.4063
2701,153467.625
2702,106247.7109
2703,113277
