Id,SalePrice
1461,109909.8828
1462,24833.50391
1463,188242.3125
1464,190486.3594
1465,196330.2188
1466,166274.9688
1467,177425.375
1468,161539.9219
1469,179510.4219
1470,129882.8984
1471,180003.9063
1472,103231.5156
1473,101820.7813
1474,157904.1563
1475,120865.0078
1476,328000.375
1477,258750.4375
1478,288402.4063
1479,283192
1480,437761.1563
1481,307849.5625
1482,216162.8125
1483,165742.7031
1484,163515.5313
1485,189269.75
1486,200530.2656
1487,312579.9688
1488,237959.1719
1489,204653.9219
1490,281977.4063
1491,200341.8125
1492,87747.54688
1493,175796.2031
1494,298914.3125
1495,293171.5
1496,246647.6406
1497,169214.5469
1498,174115.0938
1499,177787.9688
1500,169289.125
1501,190226.125
1502,145981.4063
1503,278292.9375
1504,228579.5
1505,221834.0156
1506,186626.375
1507,252483.1406
1508,198296.7031
1509,147906.9219
1510,147698.8438
1511,155444.7188
1512,169435.7969
1513,141946.9375
1514,148063.3594
1515,191121.6563
1516,149816.2188
1517,151431.6875
1518,134851.0938
1519,217035.3281
1520,133494.4531
1521,133291.4375
1522,185140.9063
1523,115173.2266
1524,113470.2344
1525,120454.6719
1526,108894.2578
1527,112525.0469
1528,126334.1875
1529,158604.2031
1530,186749.625
1531,124218.0859
1532,94131.03906
1533,198576.9375
1534,106501.8281
1535,138512.6406
1536,102125.6719
1537,56141.26563
1538,160173.4375
1539,204806.1719
1540,106185.6875
1541,137678.1563
1542,158818.0313
1543,185693.6094
1544,72584.63281
1545,108523.7969
1546,150460.5781
1547,153650.5938
1548,146413.8438
1549,120660.4531
1550,136553.5
1551,111852.9375
1552,146076.5
1553,155176.8281
1554,128464.4219
1555,175252.2969
1556,71626.54688
1557,108112.2031
1558,99533.71875
1559,84510.25781
1560,114446.9688
1561,111848.1563
1562,135096.2344
1563,127308.9453
1564,158201.9063
1565,157235.4844
1566,227797.0156
1567,73648.53906
1568,236428.2188
1569,127893.6328
1570,122682.3203
1571,97201.64063
1572,142718.4375
1573,256736.8906
1574,141202.9375
1575,270735.4688
1576,251441.9063
1577,181854.5
1578,127584.9531
1579,147420.25
1580,192998.75
1581,162085.9531
1582,125065.2266
1583,325305.5938
1584,221420.3125
1585,136146.125
1586,47558.51953
1587,75384.11719
1588,163130.9375
1589,87818.27344
1590,128178.7031
1591,93676.51563
1592,117371.625
1593,122539.1328
1594,141827.625
1595,126258.1875
1596,212667.25
1597,173890.1563
1598,209307.8438
1599,157097.0469
1600,154214.75
1601,65598.46875
1602,126360.7031
1603,56944.51563
1604,254597.9844
1605,236100.9375
1606,157810.3125
1607,153419.875
1608,218715.9375
1609,172028.9688
1610,170442.2188
1611,131160.7188
1612,172820.6406
1613,161956.8438
1614,132513.9531
1615,84073.39063
1616,66798.42188
1617,78789.91406
1618,121035.5781
1619,128811.9844
1620,172021.5625
1621,141613.7188
1622,138275.9844
1623,275720.875
1624,215759.7188
1625,123305.5781
1626,168894.5938
1627,195739.1563
1628,284414.875
1629,181017.9531
1630,289925.4375
1631,230042.6719
1632,237785.875
1633,180120.625
1634,189102.7031
1635,165657.6406
1636,140688.4531
1637,211604.9375
1638,196348.3438
1639,183084.7813
1640,244199.4531
1641,185414.1719
1642,232176.7188
1643,233129.9844
1644,222246.2969
1645,233921.375
1646,156400.5469
1647,155687.6875
1648,127736.7422
1649,149322.3281
1650,115347.8516
1651,124778.6094
1652,105468.4688
1653,91308.76563
1654,158183.625
1655,154869.6094
1656,153513.4688
1657,158188.8438
1658,153926.5469
1659,138243.7188
1660,152806.2813
1661,419496.4375
1662,340339.625
1663,331600.875
1664,332044.25
1665,278195
1666,318128.6875
1667,349701
1668,319199.875
1669,290041.25
1670,309546.1563
1671,277624.0625
1672,356001.0625
1673,327683.8438
1674,260457.0938
1675,217651.5156
1676,206609.5781
1677,219938.7344
1678,379728.7188
1679,353855.625
1680,279216.8125
1681,228099.7813
1682,303626.5938
1683,195049.7656
1684,180494.5313
1685,174156.5313
1686,179828.8438
1687,176844.9688
1688,201585.0313
1689,187856.1719
1690,187180.2969
1691,183842.0781
1692,247399.8438
1693,174136.8281
1694,174433.5469
1695,161256.375
1696,296672.25
1697,165576.1094
1698,347174.1875
